addressID~addressLine1~addressLine2~addressLine3~addressLine4~city~CountrySubdivisionCodeId~postalCode~country~countrySubdivision~DocumentKey~LastUpdatedBy
'1'~'10 S. Riverside Plaza          1'~'Chicago IL 60606 USA          1'~'xxxxx3'~''~'test'~'0'~''~'1'~''~~
'19713'~'10 S. Riverside Plaza      14673'~'Chicago IL 60606 USA      14673'~~''~'Panama'~~~'66'~~~
'19714'~'10 S. Riverside Plaza      14674'~'Chicago IL 60606 USA      14674'~~''~'Orange'~~~'118'~~~
'19715'~'10 S. Riverside Plaza      14675'~'Chicago IL 60606 USA      14675'~~''~'Hanwood'~~~'118'~~~
'19716'~'10 S. Riverside Plaza      14676'~'Chicago IL 60606 USA      14676'~~''~'Kamisu-City'~~'314-0102'~'97'~~~
'19717'~'10 S. Riverside Plaza      14677'~'Chicago IL 60606 USA      14677'~~''~'Ludlow'~'1697'~'SY8 1XD'~'19'~~~
'19718'~'10 S. Riverside Plaza      14678'~'Chicago IL 60606 USA      14678'~~''~'Bagaevskay village'~'2137'~'346611'~'11'~~~
'19719'~'10 S. Riverside Plaza      14679'~'Chicago IL 60606 USA      14679'~~''~'Aimogasta'~~~'67'~~~
'19720'~'10 S. Riverside Plaza      14680'~'Chicago IL 60606 USA      14680'~~''~'Bogota'~~~'62'~~~
'19721'~'10 S. Riverside Plaza      14681'~'Chicago IL 60606 USA      14681'~~''~'Campo Largo'~'1073'~~'44'~~~
'19722'~'10 S. Riverside Plaza      14682'~'Chicago IL 60606 USA      14682'~~''~'Hiroshima-shi'~~~'97'~~~
'19723'~'10 S. Riverside Plaza      14683'~'Chicago IL 60606 USA      14683'~~''~'Ahmadi City'~~'65452'~'105'~~~
'19724'~'10 S. Riverside Plaza      14684'~'Chicago IL 60606 USA      14684'~~''~'BEDIZZOLE'~'468'~'25081'~'25'~~~
'19725'~'10 S. Riverside Plaza      14685'~'Chicago IL 60606 USA      14685'~~''~'Cota'~~~'62'~~~
'19726'~'10 S. Riverside Plaza      14686'~'Chicago IL 60606 USA      14686'~~''~'Supata'~~~'62'~~~
'19727'~'10 S. Riverside Plaza      14687'~'Chicago IL 60606 USA      14687'~~''~'Brivio'~'166'~'23883'~'25'~~~
'19728'~'10 S. Riverside Plaza      14688'~'Chicago IL 60606 USA      14688'~~''~'Tamworth'~~~'118'~~~
'19729'~'10 S. Riverside Plaza      14689'~'Chicago IL 60606 USA      14689'~~''~'Zapopan'~~~'65'~~~
'19730'~'10 S. Riverside Plaza      14690'~'Chicago IL 60606 USA      14690'~~''~'Los Reyes La Paz'~~~'65'~~~
'19731'~'10 S. Riverside Plaza      14691'~'Chicago IL 60606 USA      14691'~~''~'Bogotá'~~~'62'~~~
'19732'~'10 S. Riverside Plaza      14692'~'Chicago IL 60606 USA      14692'~~''~'Panamá'~~~'66'~~~
'19733'~'10 S. Riverside Plaza      14693'~'Chicago IL 60606 USA      14693'~~''~'Bogota'~~~'62'~~~
'19734'~'10 S. Riverside Plaza      14694'~'Chicago IL 60606 USA      14694'~~''~'Panamá'~~~'66'~~~
'19735'~'10 S. Riverside Plaza      14695'~'Chicago IL 60606 USA      14695'~~''~'Ciudad Autonoma de Buenos Aires'~~~'67'~~~
'19736'~'10 S. Riverside Plaza      14696'~'Chicago IL 60606 USA      14696'~~''~'Nairobi'~~~'104'~~~
'19737'~'10 S. Riverside Plaza      14697'~'Chicago IL 60606 USA      14697'~~''~'Windsor'~'832'~~'118'~~~
'19738'~'10 S. Riverside Plaza      14698'~'Chicago IL 60606 USA      14698'~~''~'Sopo'~~~'62'~~~
'19739'~'10 S. Riverside Plaza      14699'~'Chicago IL 60606 USA      14699'~~''~'Cordoba Capital'~~~'67'~~~
'19740'~'10 S. Riverside Plaza      14700'~'Chicago IL 60606 USA      14700'~~''~'Seneffe'~~'7180'~'21'~~~
'19741'~'10 S. Riverside Plaza      14701'~'Chicago IL 60606 USA      14701'~~''~'Smithfield'~'832'~'2164'~'118'~~~
'19742'~'10 S. Riverside Plaza      14702'~'Chicago IL 60606 USA      14702'~~''~'Lagos de Moreno'~~~'65'~~~
'19743'~'10 S. Riverside Plaza      14703'~'Chicago IL 60606 USA      14703'~~''~'Chihuahua'~~~'65'~~~
'19744'~'10 S. Riverside Plaza      14704'~'Chicago IL 60606 USA      14704'~~''~'YONKERS'~'35'~'10702'~'76'~~~
'19745'~'10 S. Riverside Plaza      14705'~'Chicago IL 60606 USA      14705'~~''~'Ghaziabad'~'3144'~'201009'~'86'~~~
'19746'~'10 S. Riverside Plaza      14706'~'Chicago IL 60606 USA      14706'~~''~'KARTAL-ISTANBUL'~~'34870'~'115'~~~
'19747'~'10 S. Riverside Plaza      14707'~'Chicago IL 60606 USA      14707'~~''~'San Justo - Buenos Aires'~~~'67'~~~
'19748'~'10 S. Riverside Plaza      14708'~'Chicago IL 60606 USA      14708'~~''~'Anhui'~'1158'~'242200'~'84'~~~
'19749'~'10 S. Riverside Plaza      14709'~'Chicago IL 60606 USA      14709'~~''~'Guanajuato'~~~'65'~~~
'19750'~'10 S. Riverside Plaza      14710'~'Chicago IL 60606 USA      14710'~~''~'Romans sur Isère'~~'26100'~'22'~~~
'19751'~'10 S. Riverside Plaza      14711'~'Chicago IL 60606 USA      14711'~~''~'Saint Loubès'~~'33370'~'22'~~~
'19752'~'10 S. Riverside Plaza      14712'~'Chicago IL 60606 USA      14712'~~''~'Panama'~~~'66'~~~
'19753'~'10 S. Riverside Plaza      14713'~'Chicago IL 60606 USA      14713'~~''~'La Mesa'~~~'66'~~~
'19754'~'10 S. Riverside Plaza      14714'~'Chicago IL 60606 USA      14714'~~''~'Mar del Plata - Buenos Aires'~~~'67'~~~
'19755'~'10 S. Riverside Plaza      14715'~'Chicago IL 60606 USA      14715'~~''~'San Martín - Mendoza'~~~'67'~~~
'19756'~'10 S. Riverside Plaza      14716'~'Chicago IL 60606 USA      14716'~~''~'San Isidro de Lules - Tucuman'~~~'67'~~~
'19757'~'10 S. Riverside Plaza      14717'~'Chicago IL 60606 USA      14717'~~''~'Capital'~~~'67'~~~
'19758'~'10 S. Riverside Plaza      14718'~'Chicago IL 60606 USA      14718'~~''~'East'~'833'~'4014'~'118'~~~
'19759'~'10 S. Riverside Plaza      14719'~'Chicago IL 60606 USA      14719'~~''~'Perez Millán'~~~'67'~~~
'19760'~'10 S. Riverside Plaza      14720'~'Chicago IL 60606 USA      14720'~~''~'Bogota'~~~'62'~~~
'19761'~'10 S. Riverside Plaza      14721'~'Chicago IL 60606 USA      14721'~~''~'Chicago'~'15'~'60606'~'76'~~~
'19762'~'10 S. Riverside Plaza      14722'~'Chicago IL 60606 USA      14722'~~''~'CITY OF INDUSTRY'~'5'~'91746'~'76'~~~
'19763'~'10 S. Riverside Plaza      14723'~'Chicago IL 60606 USA      14723'~~''~'JUIZ DE FORA'~'1070'~'36092-000'~'44'~~~
'19764'~'10 S. Riverside Plaza      14724'~'Chicago IL 60606 USA      14724'~~''~'Shah Alam'~'1810'~'40300'~'91'~~~
'19765'~'10 S. Riverside Plaza      14725'~'Chicago IL 60606 USA      14725'~~''~'MODESTO'~'5'~'95354'~'76'~~~
'19766'~'10 S. Riverside Plaza      14726'~'Chicago IL 60606 USA      14726'~~''~'Auckland'~~~'122'~~~
'19767'~'10 S. Riverside Plaza      14727'~'Chicago IL 60606 USA      14727'~~''~'SÃO PAULO'~'1082'~'04752-005'~'44'~~~
'19768'~'10 S. Riverside Plaza      14728'~'Chicago IL 60606 USA      14728'~~''~'Singapore'~~'128440'~'93'~~~
'19769'~'10 S. Riverside Plaza      14729'~'Chicago IL 60606 USA      14729'~~''~'Chang-Hwa County'~~'527'~'94'~~~
'19770'~'10 S. Riverside Plaza      14730'~'Chicago IL 60606 USA      14730'~~''~'Tabbita'~'832'~~'118'~~~
'19771'~'10 S. Riverside Plaza      14731'~'Chicago IL 60606 USA      14731'~~''~'Fredericksburg'~'46'~'22408'~'76'~~~
'19772'~'10 S. Riverside Plaza      14732'~'Chicago IL 60606 USA      14732'~~''~'Banglore'~'3127'~'560067'~'86'~~~
'19773'~'10 S. Riverside Plaza      14733'~'Chicago IL 60606 USA      14733'~~''~'Bogotá D.C.'~~~'62'~~~
'19774'~'10 S. Riverside Plaza      14734'~'Chicago IL 60606 USA      14734'~~''~'Lavallol - Buenos Aires'~~~'67'~~~
'19775'~'10 S. Riverside Plaza      14735'~'Chicago IL 60606 USA      14735'~~''~'Villa Mercedes'~'817'~~'67'~~~
'19776'~'10 S. Riverside Plaza      14736'~'Chicago IL 60606 USA      14736'~~''~'Santa Teresa del Tuy'~'2489'~'1020'~'63'~~~
'19777'~'10 S. Riverside Plaza      14737'~'Chicago IL 60606 USA      14737'~~''~'Gomez Palacio'~~~'65'~~~
'19778'~'10 S. Riverside Plaza      14738'~'Chicago IL 60606 USA      14738'~~''~'Celaya'~~~'65'~~~
'19779'~'10 S. Riverside Plaza      14739'~'Chicago IL 60606 USA      14739'~~''~'Lanús - Buenos Aires'~~~'67'~~~
'19780'~'10 S. Riverside Plaza      14740'~'Chicago IL 60606 USA      14740'~~''~'Wulkuraka'~~~'118'~~~
'19781'~'10 S. Riverside Plaza      14741'~'Chicago IL 60606 USA      14741'~~''~'Laverton North'~~~'118'~~~
'19782'~'10 S. Riverside Plaza      14742'~'Chicago IL 60606 USA      14742'~~''~'Raigad'~'3130'~'410203'~'86'~~~
'19783'~'10 S. Riverside Plaza      14743'~'Chicago IL 60606 USA      14743'~~''~'Kashipur'~'3143'~'244713'~'86'~~~
'19784'~'10 S. Riverside Plaza      14744'~'Chicago IL 60606 USA      14744'~~''~'SAINT PAUL'~'24'~'55107'~'76'~~~
'19785'~'10 S. Riverside Plaza      14745'~'Chicago IL 60606 USA      14745'~~''~'STO ANTONIO DO ARACANGUÁ'~'1082'~'16130-000'~'44'~~~
'19786'~'10 S. Riverside Plaza      14746'~'Chicago IL 60606 USA      14746'~~''~'Had Soualem'~'1010'~~'28'~~~
'19787'~'10 S. Riverside Plaza      14747'~'Chicago IL 60606 USA      14747'~~''~'Stanowice'~~'55-200'~'40'~~~
'19788'~'10 S. Riverside Plaza      14748'~'Chicago IL 60606 USA      14748'~~''~'Borgholzhausen'~~'33825'~'37'~~~
'19789'~'10 S. Riverside Plaza      14749'~'Chicago IL 60606 USA      14749'~~''~'Hanwood'~~~'118'~~~
'19790'~'10 S. Riverside Plaza      14750'~'Chicago IL 60606 USA      14750'~~''~'Ceylon'~~~'114'~~~
'19791'~'10 S. Riverside Plaza      14751'~'Chicago IL 60606 USA      14751'~~''~'Oak Brook'~'15'~'60523'~'76'~~~
'19792'~'10 S. Riverside Plaza      14752'~'Chicago IL 60606 USA      14752'~~''~'Beijing'~'1154'~'102600'~'84'~~~
'19793'~'10 S. Riverside Plaza      14753'~'Chicago IL 60606 USA      14753'~~''~'Beijing'~'1154'~'100012'~'84'~~~
'19794'~'10 S. Riverside Plaza      14754'~'Chicago IL 60606 USA      14754'~~''~'Beijing'~'1154'~'100076'~'84'~~~
'19795'~'10 S. Riverside Plaza      14755'~'Chicago IL 60606 USA      14755'~~''~'Sioux Falls'~'42'~'57104'~'76'~~~
'19796'~'10 S. Riverside Plaza      14756'~'Chicago IL 60606 USA      14756'~~''~'Villa Rosa - PILAR'~~~'67'~~~
'19797'~'10 S. Riverside Plaza      14757'~'Chicago IL 60606 USA      14757'~~''~'Evansville'~'16'~'47710'~'76'~~~
'19798'~'10 S. Riverside Plaza      14758'~'Chicago IL 60606 USA      14758'~~''~'Goshen'~'16'~'46526'~'76'~~~
'19799'~'10 S. Riverside Plaza      14759'~'Chicago IL 60606 USA      14759'~~''~'Henderson'~'34'~'89015'~'76'~~~
'19800'~'10 S. Riverside Plaza      14760'~'Chicago IL 60606 USA      14760'~~''~'Lawrence'~'17'~'66049'~'76'~~~
'19801'~'10 S. Riverside Plaza      14761'~'Chicago IL 60606 USA      14761'~~''~'CHICAGO'~'15'~'60609'~'76'~~~
'19802'~'10 S. Riverside Plaza      14762'~'Chicago IL 60606 USA      14762'~~''~'CHICAGO'~'15'~'60609'~'76'~~~
'19803'~'10 S. Riverside Plaza      14763'~'Chicago IL 60606 USA      14763'~~''~'Chicago'~'15'~'60612'~'76'~~~
'19804'~'10 S. Riverside Plaza      14764'~'Chicago IL 60606 USA      14764'~~''~'Sydney'~'832'~'2102'~'118'~~~
'19805'~'10 S. Riverside Plaza      14765'~'Chicago IL 60606 USA      14765'~~''~'Murray Bridge'~~~'118'~~~
'19806'~'10 S. Riverside Plaza      14766'~'Chicago IL 60606 USA      14766'~~''~'Reynosa Tamaulipas'~~~'65'~~~
'19807'~'10 S. Riverside Plaza      14767'~'Chicago IL 60606 USA      14767'~~''~'Brasilia'~~'72549-550'~'44'~~~
'19808'~'10 S. Riverside Plaza      14768'~'Chicago IL 60606 USA      14768'~~''~'VERNON'~'5'~'90058'~'76'~~~
'19809'~'10 S. Riverside Plaza      14769'~'Chicago IL 60606 USA      14769'~~''~'Municipio  Tenjo'~'1201'~~'62'~~~
'19810'~'10 S. Riverside Plaza      14770'~'Chicago IL 60606 USA      14770'~~''~'Pilar'~'800'~'1629'~'67'~~~
'19811'~'10 S. Riverside Plaza      14771'~'Chicago IL 60606 USA      14771'~~''~'Guarenas'~'2489'~'1220'~'63'~~~
'19812'~'10 S. Riverside Plaza      14772'~'Chicago IL 60606 USA      14772'~~''~'Carmen de la Legua'~'3158'~'Callao 03'~'70'~~~
'19813'~'10 S. Riverside Plaza      14773'~'Chicago IL 60606 USA      14773'~~''~'Jaboatão dos Guararapes'~'1074'~'54345-160'~'44'~~~
'19814'~'10 S. Riverside Plaza      14774'~'Chicago IL 60606 USA      14774'~~''~'Mexico City'~~~'65'~~~
'19815'~'10 S. Riverside Plaza      14775'~'Chicago IL 60606 USA      14775'~~''~'Radzyn Podlaski'~~'21-300'~'40'~~~
'19816'~'10 S. Riverside Plaza      14776'~'Chicago IL 60606 USA      14776'~~''~'Inverell'~~~'118'~~~
'19817'~'10 S. Riverside Plaza      14777'~'Chicago IL 60606 USA      14777'~~''~'Padova'~~~'25'~~~
'19818'~'10 S. Riverside Plaza      14778'~'Chicago IL 60606 USA      14778'~~''~'Panamá'~~~'66'~~~
'19819'~'10 S. Riverside Plaza      14779'~'Chicago IL 60606 USA      14779'~~''~'Panama'~~~'66'~~~
'19820'~'10 S. Riverside Plaza      14780'~'Chicago IL 60606 USA      14780'~~''~'Mogi das Cruzes'~'1082'~'08790-970'~'44'~~~
'19821'~'10 S. Riverside Plaza      14781'~'Chicago IL 60606 USA      14781'~~''~'Waukegan'~'15'~'60085'~'76'~~~
'19822'~'10 S. Riverside Plaza      14782'~'Chicago IL 60606 USA      14782'~~''~'Hitchin'~'1612'~'SG5 3UN'~'19'~~~
'19823'~'10 S. Riverside Plaza      14783'~'Chicago IL 60606 USA      14783'~~''~'Hitchin'~'1612'~'SG4 0TY'~'19'~~~
'19824'~'10 S. Riverside Plaza      14784'~'Chicago IL 60606 USA      14784'~~''~'LUZIÂNIA'~~'72801-900'~'44'~~~
'19825'~'10 S. Riverside Plaza      14785'~'Chicago IL 60606 USA      14785'~~''~'São Paulo'~'1082'~'06455-020'~'44'~~~
'19826'~'10 S. Riverside Plaza      14786'~'Chicago IL 60606 USA      14786'~~''~'Carambeí'~'1073'~'84145-000'~'44'~~~
'19827'~'10 S. Riverside Plaza      14787'~'Chicago IL 60606 USA      14787'~~''~'Teutônia'~'1078'~'95890-000'~'44'~~~
'19828'~'10 S. Riverside Plaza      14788'~'Chicago IL 60606 USA      14788'~~''~'Chapeco'~'1082'~'89809-901'~'44'~~~
'19829'~'10 S. Riverside Plaza      14789'~'Chicago IL 60606 USA      14789'~~''~'Concordia'~~~'44'~~~
'19830'~'10 S. Riverside Plaza      14790'~'Chicago IL 60606 USA      14790'~~''~'Rio Verde - Goias'~~~'44'~~~
'19831'~'10 S. Riverside Plaza      14791'~'Chicago IL 60606 USA      14791'~~''~'SERAFINA CORREA'~'1078'~'99250000'~'44'~~~
'19832'~'10 S. Riverside Plaza      14792'~'Chicago IL 60606 USA      14792'~~''~'Dinteloord'~~'4671 PC'~'29'~~~
'19833'~'10 S. Riverside Plaza      14793'~'Chicago IL 60606 USA      14793'~~''~'Carcarana'~'819'~'S2138AQX'~'67'~~~
'19834'~'10 S. Riverside Plaza      14794'~'Chicago IL 60606 USA      14794'~~''~'Budrio'~'466'~'40054'~'25'~~~
'19835'~'10 S. Riverside Plaza      14795'~'Chicago IL 60606 USA      14795'~~''~'Panamá'~~~'66'~~~
'19836'~'10 S. Riverside Plaza      14796'~'Chicago IL 60606 USA      14796'~~''~'Bogotá'~~~'62'~~~
'19837'~'10 S. Riverside Plaza      14797'~'Chicago IL 60606 USA      14797'~~''~'Roeselare'~~'8800'~'21'~~~
'19838'~'10 S. Riverside Plaza      14798'~'Chicago IL 60606 USA      14798'~~''~'Roeselare'~~'8800'~'21'~~~
'19839'~'10 S. Riverside Plaza      14799'~'Chicago IL 60606 USA      14799'~~''~'Kielce'~'1991'~'25-116'~'40'~~~
'19840'~'10 S. Riverside Plaza      14800'~'Chicago IL 60606 USA      14800'~~''~'San Esteban - Naucalpan'~~~'65'~~~
'19841'~'10 S. Riverside Plaza      14801'~'Chicago IL 60606 USA      14801'~~''~'Susz'~'1992'~'14 - 240'~'40'~~~
'19842'~'10 S. Riverside Plaza      14802'~'Chicago IL 60606 USA      14802'~~''~'Bridgeview'~'15'~'60455'~'76'~~~
'19843'~'10 S. Riverside Plaza      14803'~'Chicago IL 60606 USA      14803'~~''~'Morningside'~~~'118'~~~
'19844'~'10 S. Riverside Plaza      14804'~'Chicago IL 60606 USA      14804'~~''~'Carol Stream'~'15'~'60188'~'76'~~~
'19845'~'10 S. Riverside Plaza      14805'~'Chicago IL 60606 USA      14805'~~''~'Songjiang District'~'1180'~'315800'~'84'~~~
'19846'~'10 S. Riverside Plaza      14806'~'Chicago IL 60606 USA      14806'~~''~'Bogotá'~~~'62'~~~
'19847'~'10 S. Riverside Plaza      14807'~'Chicago IL 60606 USA      14807'~~''~'Rio Negro'~~~'62'~~~
'19848'~'10 S. Riverside Plaza      14808'~'Chicago IL 60606 USA      14808'~~''~'Fågelmara'~~'SE-370 45'~'18'~~~
'19849'~'10 S. Riverside Plaza      14809'~'Chicago IL 60606 USA      14809'~~''~'Mazamet'~'1500'~'81200'~'22'~~~
'19850'~'10 S. Riverside Plaza      14810'~'Chicago IL 60606 USA      14810'~~''~'Medellín'~~~'62'~~~
'19851'~'10 S. Riverside Plaza      14811'~'Chicago IL 60606 USA      14811'~~''~'Sabaneta'~~~'62'~~~
'19852'~'10 S. Riverside Plaza      14812'~'Chicago IL 60606 USA      14812'~~''~'Panamá'~~~'66'~~~
'19853'~'10 S. Riverside Plaza      14813'~'Chicago IL 60606 USA      14813'~~''~'Arrecifes'~~~'67'~~~
'19854'~'10 S. Riverside Plaza      14814'~'Chicago IL 60606 USA      14814'~~''~'El Marquéz'~~~'65'~~~
'19855'~'10 S. Riverside Plaza      14815'~'Chicago IL 60606 USA      14815'~~''~'Chia'~~~'62'~~~
'19856'~'10 S. Riverside Plaza      14816'~'Chicago IL 60606 USA      14816'~~''~'Escuintla'~'235'~~'56'~~~
'19857'~'10 S. Riverside Plaza      14817'~'Chicago IL 60606 USA      14817'~~''~'Lomas del Mirador'~~~'67'~~~
'19858'~'10 S. Riverside Plaza      14818'~'Chicago IL 60606 USA      14818'~~''~'El Roble, Aguadulce'~~~'66'~~~
'19859'~'10 S. Riverside Plaza      14819'~'Chicago IL 60606 USA      14819'~~''~'Panama'~~~'66'~~~
'19860'~'10 S. Riverside Plaza      14820'~'Chicago IL 60606 USA      14820'~~''~'Aboboda'~~'2785-543'~'30'~~~
'19861'~'10 S. Riverside Plaza      14821'~'Chicago IL 60606 USA      14821'~~''~'Velký Krtíš'~~'99001'~'42'~~~
'19862'~'10 S. Riverside Plaza      14822'~'Chicago IL 60606 USA      14822'~~''~'Istra-2'~'2126'~'143502'~'11'~~~
'19863'~'10 S. Riverside Plaza      14823'~'Chicago IL 60606 USA      14823'~~''~'Bogotá'~~~'62'~~~
'19864'~'10 S. Riverside Plaza      14824'~'Chicago IL 60606 USA      14824'~~''~'APODACA'~~~'65'~~~
'19865'~'10 S. Riverside Plaza      14825'~'Chicago IL 60606 USA      14825'~~''~'Tangerang'~'334'~'15136'~'87'~~~
'19866'~'10 S. Riverside Plaza      14826'~'Chicago IL 60606 USA      14826'~~''~'Bekasi'~'338'~'17550'~'87'~~~
'19867'~'10 S. Riverside Plaza      14827'~'Chicago IL 60606 USA      14827'~~''~'Kecamatan Jawilan-Serang'~~'42177'~'87'~~~
'19868'~'10 S. Riverside Plaza      14828'~'Chicago IL 60606 USA      14828'~~''~'Ponce'~~'00717-2100'~'51'~~~
'19869'~'10 S. Riverside Plaza      14829'~'Chicago IL 60606 USA      14829'~~''~'West Junction'~'835'~'7212'~'118'~~~
'19870'~'10 S. Riverside Plaza      14830'~'Chicago IL 60606 USA      14830'~~''~'GRAND BOURG'~~~'67'~~~
'19871'~'10 S. Riverside Plaza      14831'~'Chicago IL 60606 USA      14831'~~''~'Qingdao'~'1175'~~'84'~~~
'19872'~'10 S. Riverside Plaza      14832'~'Chicago IL 60606 USA      14832'~~''~'Qingdao'~~'266113'~'84'~~~
'19873'~'10 S. Riverside Plaza      14833'~'Chicago IL 60606 USA      14833'~~''~'Qingdao'~'1175'~~'84'~~~
'19874'~'10 S. Riverside Plaza      14834'~'Chicago IL 60606 USA      14834'~~''~'Pingdu'~'1175'~'266727'~'84'~~~
'19875'~'10 S. Riverside Plaza      14835'~'Chicago IL 60606 USA      14835'~~''~'Qingdao'~'1175'~~'84'~~~
'19876'~'10 S. Riverside Plaza      14836'~'Chicago IL 60606 USA      14836'~~''~'QINHUANGDAO'~'1164'~'66206'~'84'~~~
'19877'~'10 S. Riverside Plaza      14837'~'Chicago IL 60606 USA      14837'~~''~'Qinhuangdao'~'1164'~'66002'~'84'~~~
'19878'~'10 S. Riverside Plaza      14838'~'Chicago IL 60606 USA      14838'~~''~'Cupar'~'1596'~'KY15 4PD'~'19'~~~
'19879'~'10 S. Riverside Plaza      14839'~'Chicago IL 60606 USA      14839'~~''~'Quanzhou'~'1159'~~'84'~~~
'19880'~'10 S. Riverside Plaza      14840'~'Chicago IL 60606 USA      14840'~~''~'Martinez'~~~'67'~~~
'19881'~'10 S. Riverside Plaza      14841'~'Chicago IL 60606 USA      14841'~~''~'San Jorge'~~~'67'~~~
'19882'~'10 S. Riverside Plaza      14842'~'Chicago IL 60606 USA      14842'~~''~'Bogota'~~~'62'~~~
'19883'~'10 S. Riverside Plaza      14843'~'Chicago IL 60606 USA      14843'~~''~'Vienna'~'831'~'1230'~'33'~~~
'19884'~'10 S. Riverside Plaza      14844'~'Chicago IL 60606 USA      14844'~~''~'BLUE ISLAND'~'15'~'60406'~'76'~~~
'19885'~'10 S. Riverside Plaza      14845'~'Chicago IL 60606 USA      14845'~~''~'San Juan'~~'926'~'51'~~~
'19886'~'10 S. Riverside Plaza      14846'~'Chicago IL 60606 USA      14846'~~''~'Ebikon'~'1126'~'6030'~'32'~~~
'19887'~'10 S. Riverside Plaza      14847'~'Chicago IL 60606 USA      14847'~~''~'Luoyang'~'1166'~~'84'~~~
'19888'~'10 S. Riverside Plaza      14848'~'Chicago IL 60606 USA      14848'~~''~'Wuzhou'~'1181'~~'84'~~~
'19889'~'10 S. Riverside Plaza      14849'~'Chicago IL 60606 USA      14849'~~''~'Florence'~'32'~'08518'~'76'~~~
'19890'~'10 S. Riverside Plaza      14850'~'Chicago IL 60606 USA      14850'~~''~'Toronto'~'1108'~'M5E 1A3'~'72'~~~
'19891'~'10 S. Riverside Plaza      14851'~'Chicago IL 60606 USA      14851'~~''~'Itapecerica da Serra'~'1082'~'Itapecerica da '~'44'~~~
'19892'~'10 S. Riverside Plaza      14852'~'Chicago IL 60606 USA      14852'~~''~'Registro'~'1082'~'11.900-000'~'44'~~~
'19893'~'10 S. Riverside Plaza      14853'~'Chicago IL 60606 USA      14853'~~''~'Bataguassu'~'1069'~'Bataguassu/ CEP'~'44'~~~
'19894'~'10 S. Riverside Plaza      14854'~'Chicago IL 60606 USA      14854'~~''~'Recife'~'1074'~'Recife/ CEP 509'~'44'~~~
'19895'~'10 S. Riverside Plaza      14855'~'Chicago IL 60606 USA      14855'~~''~'Mumbai'~'3130'~'400058'~'86'~~~
'19896'~'10 S. Riverside Plaza      14856'~'Chicago IL 60606 USA      14856'~~''~'Suzhou'~'1169'~'215021'~'84'~~~
'19897'~'10 S. Riverside Plaza      14857'~'Chicago IL 60606 USA      14857'~~''~'London'~~'SE228 0AB'~'19'~~~
'19898'~'10 S. Riverside Plaza      14858'~'Chicago IL 60606 USA      14858'~~''~'Caltagirone'~'474'~'95401'~'25'~~~
'19899'~'10 S. Riverside Plaza      14859'~'Chicago IL 60606 USA      14859'~~''~'São José dos Pinhais'~'1073'~'83115-970'~'44'~~~
'19900'~'10 S. Riverside Plaza      14860'~'Chicago IL 60606 USA      14860'~~''~'Kanchanaburi'~'2243'~~'95'~~~
'19901'~'10 S. Riverside Plaza      14861'~'Chicago IL 60606 USA      14861'~~''~'Eniwa-shi'~~~'97'~~~
'19902'~'10 S. Riverside Plaza      14862'~'Chicago IL 60606 USA      14862'~~''~'Thouars Cedex'~~'79104'~'22'~~~
'19903'~'10 S. Riverside Plaza      14863'~'Chicago IL 60606 USA      14863'~~''~'Maipu - Mendoza'~~~'67'~~~
'19904'~'10 S. Riverside Plaza      14864'~'Chicago IL 60606 USA      14864'~~''~'S. Planfield'~~~'76'~~~
'19905'~'10 S. Riverside Plaza      14865'~'Chicago IL 60606 USA      14865'~~''~'Mira Loma'~'5'~'-7255'~'76'~~~
'19906'~'10 S. Riverside Plaza      14866'~'Chicago IL 60606 USA      14866'~~''~'Shreveport'~'19'~'71115'~'76'~~~
'19907'~'10 S. Riverside Plaza      14867'~'Chicago IL 60606 USA      14867'~~''~'Wijk bij Duurstede'~'1838'~'3961 NG'~'29'~~~
'19908'~'10 S. Riverside Plaza      14868'~'Chicago IL 60606 USA      14868'~~''~'Langport'~'1700'~'TA10 9HG'~'19'~~~
'19909'~'10 S. Riverside Plaza      14869'~'Chicago IL 60606 USA      14869'~~''~'São Paulo'~'1082'~'03019-900'~'44'~~~
'19910'~'10 S. Riverside Plaza      14870'~'Chicago IL 60606 USA      14870'~~''~'SÃO CAETANO DO SUL'~'1082'~'09520-070'~'44'~~~
